CODIGO;NOMBRE DEL PRODUCTO;CODIGO DE BARRAS;TIPO DE PRODUCTO;ENVASE;CONT.UN.COMPRA;CONT.UN.VENTA;FAMILIA;SUB-FAMILIA 1;SUB-FAMILIA 2;ESTADO;INCLUYE EN BOLETA;INCLUYE EN FACTURA;EXENTO DE IVA;NOMBRE CORTO;PESABLE;ILA;PRECIO VENTA
1795;CREMA 12*1 CALO                         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;crema 12*1calo      ; ;0;19176
1796;SURT.VEGETALES 425G.GHOSH               ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;surt.veget425g.ghosh; ;0;410
1797;ARVEJAS 425G.GHOSH                      ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;arvejas   425g.     ; ;0;350
1798;VINAGRE VINO OREGANO 250CC.SLEMAN       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;vinagre or250cc.s   ; ;0;1090
1799;CHOCLO GRANO 425G.GHOSH                 ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;choclo    grano 425g; ;0;395
1800;NESCAFE CARAMEL CJ.8U.                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;nescafe   caramel   ; ;0;2380
1801;PATE PF CAJA 16U.                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;CERVEZA                                 ;                                        ;ACTIVO                                  ;S;S;N;pate pf   *16       ; ;0;2848
1802;QUESO PHILADEL.36*226G.ORIGINAL         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;INACTIVO                                ;S;S;N;queso phil36*226g.or; ;0;35928
1803;LECHE DESC.12*1 SURLAT                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche desc12*1surlat; ;0;6960
1804;LASAGNA 650G.SADIA CONGELADA            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;lasagna sa650g.sadia; ;0;1590
1805;CONCENTRADO 5LT.RICO                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;concentrad5l.rico   ; ;0;1750
1806;QUESO GAUDA SOPROLE                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gaudsoprole   ;S;0;3160
1807;MERM.ALCAYOTA 250G.WATTS                ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;mermelada alcayota  ; ;0;710
1808;MERM.CIRUELA 250G.WATTS                 ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;mermelada ciruela   ; ;0;490
1809;VIENESA WINTER KILO                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;vienesa   kg.winter.; ;0;1290
1810;ACEITE OLIVA AJI C.CABRA 370CC.PIRAM.SLE;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;aceite oli370cc.    ; ;0;2890
1811;QUESILLO 10*300G.POTE SOPROLE           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;quesillo  10*300g.q1; ;0;4400
1812;ACEITUNA LAM.NEG.KILO TOLEDO            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;aceituna  neg.kilo d; ;0;2240
